topic_id,Topic 1 Label,Topic 1 URL,Topic 2 Label,Topic 2 URL,Number,File,Distribution,token1,token2,token3,token4,token5,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
EU_en_Pres1-50_24,,,,,24,EU_en_Pres1-50,0.01291,fishing,fish,staff,community,fishery,species,annex,sea,allowance,servants,catch,officials,conditions,ii,remuneration,countries,july,zone,civil,
EU_en_Pres1-50_25,,,,,25,EU_en_Pres1-50,0.00915,products,originating,protocol,manufacture,certificate,article,goods,movement,customs,community,exceed,product,joint,conditions,form,textile,eur,agreement,authorities,
EU_en_Pres1-50_26,,OCR NOISE,,,26,EU_en_Pres1-50,0.19355,tho,bo,cf,tha,ir,ar,ii,ia,ho,io,en,ti,cr,er,oi,il,li,tr,es,
EU_en_Pres1-50_27,,,,,27,EU_en_Pres1-50,0.03727,amounts,meat,compensatory,beef,animals,veal,eggs,amount,regulation,monetary,bovine,eec,weight,poultry,conditions,prices,competent,imports,authorities,
EU_en_Pres1-50_28,,,,,28,EU_en_Pres1-50,0.06882,price,prices,market,year,marketing,intervention,sugar,production,wine,community,fixed,products,common,quality,aid,account,milk,varieties,amount,
EU_en_Pres1-50_29,,,,,29,EU_en_Pres1-50,0.03456,aid,milk,food,powder,skimmed,tons,countries,community,metric,programme,commission,supply,council,butteroil,cereals,quantities,distribution,delivery,developing,
EU_en_Pres1-50_30,,,,,30,EU_en_Pres1-50,0.02169,european,data,projects,industry,programme,community,development,processing,will,aircraft,statistics,study,national,market,systems,survey,industrial,work,studies,
EU_en_Pres1-50_31,,,,,31,EU_en_Pres1-50,0.01827,social,workers,employment,training,work,benefits,working,women,health,labour,action,migrant,security,family,education,national,programme,vocational,conditions,
EU_en_Pres1-50_32,,,,,32,EU_en_Pres1-50,0.06027,tender,intervention,invitation,butter,tenders,export,agency,decision,market,minimum,levy,article,price,tenderer,security,metric,commission,provided,fixed,
EU_en_Pres1-50_33,,,,,33,EU_en_Pres1-50,0.01547,energy,oil,community,power,supply,electricity,production,nuclear,stations,consumption,coal,fuel,policy,will,measures,supplies,gas,countries,industry,
EU_en_Pres1-50_34,,,,,34,EU_en_Pres1-50,0.04023,goods,customs,duties,processing,authorities,import,transit,origin,country,products,taxes,office,annex,exportation,community,free,imported,importation,State,
EU_en_Pres1-50_35,,,,,35,EU_en_Pres1-50,0.01082,pollution,environment,water,protection,environmental,waste,quality,states,action,effects,programme,health,member,standards,measures,air,substances,lead,pollutants,
EU_en_Pres1-50_36,,,,,36,EU_en_Pres1-50,0.00811,type,approval,vehicle,directive,eec,vehicles,member,requirements,light,states,annex,point,seat,motor,item,test,rear,device,manufacturer,
EU_en_Pres1-50_37,,,,,37,EU_en_Pres1-50,0.01341,seed,paper,products,community,imports,ceilings,commission,member,wood,states,pulp,customs,duties,harvested,agreement,indicative,material,marketing,annex,
EU_en_Pres1-50_38,,,,,38,EU_en_Pres1-50,0.03887,expenditure,financial,budget,appropriations,year,appropriation,staff,article,commission,account,chapter,council,cover,amount,payment,revenue,total,entered,projects,
EU_en_Pres1-50_39,,,,,39,EU_en_Pres1-50,0.01583,transport,road,traffic,carriage,system,goods,vehicles,regulation,inland,tariffs,international,vessels,vehicle,regulations,services,rates,states,period,infrastructure,
EU_en_Pres1-50_40,,,,,40,EU_en_Pres1-50,0.0291,country,recipient,community,european,agreement,economic,delivery,aid,goods,article,eec,agent,costs,port,loading,supply,products,food,referred,
EU_en_Pres1-50_41,,,,,41,EU_en_Pres1-50,0.03117,economic,policy,member,community,monetary,states,policies,measures,will,countries,term,investment,rate,fund,growth,balance,account,public,payments,
EU_en_Pres1-50_42,,,,,42,EU_en_Pres1-50,0.01677,regional,areas,regions,agricultural,development,directive,farming,region,population,agriculture,community,aid,area,land,total,economic,average,industrial,farms,
EU_en_Pres1-50_43,,,,,43,EU_en_Pres1-50,0.01546,agreement,market,products,article,undertakings,prices,competition,commission,trade,sales,dealers,price,treaty,decision,companies,distribution,french,agreements,sale,
EU_en_Pres1-50_44,,,,,44,EU_en_Pres1-50,0.0202,countries,developing,states,cooperation,community,trade,acp,aid,associated,development,association,products,system,convention,financial,projects,negotiations,export,industrial,
EU_en_Pres1-50_45,,,,,45,EU_en_Pres1-50,0.09566,community,will,commission,development,action,problems,general,international,policy,level,time,view,basis,field,national,order,common,specific,proposals,
EU_en_Pres1-50_46,,,,,46,EU_en_Pres1-50,0.011,programme,nuclear,materials,project,material,technical,reactor,energy,activities,staff,will,jrc,studies,work,safety,scientific,high,fusion,objective,
EU_en_Pres1-50_47,,,,,47,EU_en_Pres1-50,0.09025,kingdom,Ireland,united,member,Italy,states,rate,italian,Netherlands,Germany,Denmark,Luxembourg,France,rates,republic,account,nederland,currencies,Belgium,
EU_en_Pres1-50_48,,,,,48,EU_en_Pres1-50,0.01302,woven,cotton,fabrics,fibres,man,articles,flax,knitted,textile,garments,linen,wool,crocheted,gloves,heading,animal,outer,hair,fine,
EU_en_Pres1-50_49,,,,,49,EU_en_Pres1-50,0.01446,company,board,european,companies,group,employees,article,management,supervisory,general,members,paragraph,meeting,works,undertaking,accounts,shares,law,council,
EU_en_Pres2-100_0,,,,,0,EU_en_Pres2-100,,countries,community,international,developing,negotiations,agreement,cooperation,conference,agreements,group,world,trade,united,relations,common,position,economic,will,code,
EU_en_Pres2-100_1,agricultural policy,http://eurovoc.europa.eu/2442,,,1,EU_en_Pres2-100,,milk,production,market,community,products,prices,wheat,cereals,price,beef,butter,marketing,intervention,sugar,tonnes,imports,rice,veal,consumption,
EU_en_Pres2-100_2,aid to agriculture,http://eurovoc.europa.eu/2965,,,2,EU_en_Pres2-100,,agricultural,areas,aid,measures,premium,directive,number,eec,farms,production,measure,regions,development,farming,area,programme,total,year,farm,
EU_en_Pres2-100_3,iron and steel industry,http://eurovoc.europa.eu/1417,,,3,EU_en_Pres2-100,,will,programme,high,steel,study,work,project,tests,test,design,properties,steels,development,control,years,temperature,conditions,proposed,heat,
EU_en_Pres2-100_4,economic policy,http://eurovoc.europa.eu/100185,,,4,EU_en_Pres2-100,,production,increase,community,year,total,increased,consumption,will,world,countries,prices,years,level,average,market,compared,demand,higher,high,
EU_en_Pres2-100_5,,,,,5,EU_en_Pres2-100,,community,transitional,will,period,measures,commission,arrangements,negotiations,duties,countries,restrictions,list,third,vis,proposals,preferential,applied,position,respect,
EU_en_Pres2-100_6,ECSC aid,http://eurovoc.europa.eu/852,,,6,EU_en_Pres2-100,,coal,steel,ECSC,aid,industry,production,iron,decision,measures,community,article,AIDS,financial,will,coking,mining,coke,market,undertakings,
EU_en_Pres2-100_7,approval,http://eurovoc.europa.eu/1252,,,7,EU_en_Pres2-100,,type,approval,test,requirements,eec,certificate,technical,pressure,sound,equipment,safety,approved,noise,level,fitted,maximum,annex,toys,mm,
EU_en_Pres2-100_8,environmental policy,http://eurovoc.europa.eu/2470,,,8,EU_en_Pres2-100,,environment,pollution,water,environmental,quality,substances,protection,effects,waste,methods,chemical,control,limit,discharges,values,standards,analysis,sampling,air,
EU_en_Pres2-100_9,sugar industry,http://eurovoc.europa.eu/1394,,,9,EU_en_Pres2-100,,sugar,aid,production,marketing,year,regulation,producer,system,market,producers,organization,amount,quantity,referred,basic,article,community,eec,rules,
EU_en_Pres2-100_10,trade restriction,http://eurovoc.europa.eu/3584,,,10,EU_en_Pres2-100,,quota,tariff,community,tonnes,member,tons,customs,quotas,falling,volume,duty,imports,allocated,states,opened,product,common,metric,magnesium,
EU_en_Pres2-100_11,EU customs procedure,http://eurovoc.europa.eu/5842,,,11,EU_en_Pres2-100,,customs,tariff,duties,products,community,imports,commission,ceilings,goods,Malta,subject,regulation,question,originating,ceiling,ii,oils,applicable,states,
EU_en_Pres2-100_12,agricultural policy,http://eurovoc.europa.eu/2442,,,12,EU_en_Pres2-100,,land,seed,eec,plant,animal,department,agriculture,annex,number,programme,plants,institution,cfc,group,feedingstuffs,species,seeds,control,meetings,
EU_en_Pres2-100_13,,,,,13,EU_en_Pres2-100,,task,contracting,operating,executive,agent,committee,agreement,participants,party,parties,participant,programme,annex,will,acting,agency,work,unanimity,provided,
EU_en_Pres2-100_14,shipbuilding,http://eurovoc.europa.eu/155,,,14,EU_en_Pres2-100,,industry,shipbuilding,capacity,aid,frozen,production,processing,intended,vessels,community,sector,market,fleet,shipyards,orders,ship,restructuring,commission,order,
EU_en_Pres2-100_15,,,,,15,EU_en_Pres2-100,,programme,project,field,european,action,scientific,committee,council,concerted,joint,COST,jet,decision,projects,technical,evaluation,staff,fusion,technology,
EU_en_Pres2-100_16,wine,http://eurovoc.europa.eu/4713,,,16,EU_en_Pres2-100,,wine,wines,table,grape,quality,regulation,growing,alcohol,distillation,alcoholic,strength,grapes,origin,products,eec,produced,varieties,referred,vines,
EU_en_Pres2-100_17,regional aid,http://eurovoc.europa.eu/976,,,17,EU_en_Pres2-100,,fund,regional,projects,meua,regions,investment,assistance,development,aid,infrastructure,community,commission,areas,total,investments,eua,policy,regulation,region,
EU_en_Pres2-100_18,economic planning,http://eurovoc.europa.eu/2402,,,18,EU_en_Pres2-100,,community,will,development,programme,action,economic,commission,national,financial,programmes,policy,specific,objectives,measures,resources,activities,field,areas,problems,
EU_en_Pres2-100_19,,,,,19,EU_en_Pres2-100,,will,loan,ECSC,commission,project,company,jobs,steel,area,years,treaty,plant,council,workers,employment,interest,industry,request,reconversion,
EU_en_Pres2-100_20,,,,,20,EU_en_Pres2-100,,agreement,community,european,economic,republic,protocol,letters,cooperation,exchange,council,article,negotiations,form,communities,originating,concerning,government,conclusion,trade,
EU_en_Pres2-100_21,,,,,21,EU_en_Pres2-100,,cabinet,market,industry,de,european,chefs,technology,japanese,Japan,Europe,world,chef,industrial,equipment,trade,united,will,products,technologies,
EU_en_Pres2-100_22,,,,,22,EU_en_Pres2-100,,Ireland,united,kingdom,Netherlands,Italy,Germany,France,Luxembourg,Denmark,nederland,danmark,Belgium,countries,regions,member,report,italia,table,federal,
EU_en_Pres2-100_23,textile industry,http://eurovoc.europa.eu/1418,,,23,EU_en_Pres2-100,,fabrics,textile,woven,knitted,crocheted,fibres,community,agreement,products,yarn,elastic,synthetic,quantitative,rubberised,cotton,garments,articles,women,fabric,
EU_en_Pres2-100_24,,,,,24,EU_en_Pres2-100,,supplies,contract,lot,produits,works,journal,number,nature,tender,official,total,awarded,obtenus,origin,invitation,ber,supply,contracts,tion,
EU_en_Pres2-100_25,occupational safety,http://eurovoc.europa.eu/4039,,,25,EU_en_Pres2-100,,safety,health,work,protection,committee,working,radiation,group,workers,accident,programme,exposure,lead,studies,standards,effects,accidents,general,medical,
EU_en_Pres2-100_26,,,,,26,EU_en_Pres2-100,,ii,ir,ar,tho,de,cf,es,en,ot,ti,te,il,er,ion,st,tha,bo,ft,al,
EU_en_Pres2-100_27,,,,,27,EU_en_Pres2-100,,commission,council,decision,will,proposal,committee,draft,proposed,european,proposals,community,meeting,communication,parliament,adopted,concerning,report,opinion,final,
EU_en_Pres2-100_28,economic development,http://eurovoc.europa.eu/427,,,28,EU_en_Pres2-100,,regions,population,regional,industrial,industry,economic,labour,sector,employment,total,development,growth,average,country,high,region,gdp,large,level,
EU_en_Pres2-100_29,oil pollution,http://eurovoc.europa.eu/3161,,,29,EU_en_Pres2-100,,sea,ship,substances,convention,contracting,tank,area,parties,discharge,oil,ships,pollution,paragraph,baltic,party,cargo,marine,regulation,appropriate,
EU_en_Pres2-100_30,education,http://eurovoc.europa.eu/668,,,30,EU_en_Pres2-100,,training,priority,department,applications,employment,regions,fund,persons,young,programmes,assistance,total,operations,instalment,level,manpower,workers,services,intervention,
EU_en_Pres2-100_31,,,,,31,EU_en_Pres2-100,,quotas,flax,leather,woven,products,China,decision,gloves,lists,period,imports,textile,subject,footwear,rubber,heading,december,january,including,
EU_en_Pres2-100_32,education,http://eurovoc.europa.eu/668,,,32,EU_en_Pres2-100,,european,training,education,community,activities,foundation,cultural,schools,countries,language,institutions,public,study,teaching,courses,foreign,services,teachers,scheme,
EU_en_Pres2-100_33,,,,,33,EU_en_Pres2-100,,description,products,member,port,airport,european,address,communities,State,fabrics,destination,tariff,seal,goods,industry,cottage,signature,officer,certifies,
EU_en_Pres2-100_34,electrical energy,http://eurovoc.europa.eu/747,,,34,EU_en_Pres2-100,,energy,oil,gas,coal,community,electricity,consumption,power,nuclear,supply,saving,production,sources,fuel,fuels,crude,natural,investment,petroleum,
EU_en_Pres2-100_35,,,,,35,EU_en_Pres2-100,,credit,capital,investment,companies,financial,securities,assets,savings,company,institutions,accounts,interest,guarantee,authorities,investments,undertakings,shares,balance,public,
EU_en_Pres2-100_36,,,,,36,EU_en_Pres2-100,,transport,road,traffic,carriage,goods,rail,transit,services,Austria,inland,international,countries,infrastructure,vehicle,community,combined,rhine,vehicles,interest,
EU_en_Pres2-100_37,,,,,37,EU_en_Pres2-100,,convention,species,contracting,parties,Europe,council,party,State,provisions,wild,appendix,conservation,committee,fauna,migratory,flora,ii,protection,standing,
EU_en_Pres2-100_38,,,,,38,EU_en_Pres2-100,,treaty,commerce,agreements,exchange,notes,navigation,commercial,convention,agreement,friendship,relations,trade,third,decision,regard,period,countries,provisions,extended,
EU_en_Pres2-100_39,,,,,39,EU_en_Pres2-100,,convention,north,fisheries,contracting,west,commission,latitude,area,party,parties,council,longitude,scientific,parallel,subarea,article,portion,division,atlantic,
EU_en_Pres2-100_40,,,,,40,EU_en_Pres2-100,,oil,olive,amount,year,additional,levy,november,imports,period,number,october,oils,licences,Bulgaria,Turkey,consumption,fixing,deducted,market,
EU_en_Pres2-100_41,,,,,41,EU_en_Pres2-100,,employed,State,member,persons,legislation,benefits,article,person,institution,insurance,paragraph,regulation,residence,social,provisions,territory,family,security,worker,
EU_en_Pres2-100_42,,,,,42,EU_en_Pres2-100,,uranium,materials,waste,exploration,raw,copper,mining,deposits,recovery,recycling,industry,supply,processes,techniques,lead,scrap,ore,mineral,processing,
EU_en_Pres2-100_43,,,,,43,EU_en_Pres2-100,,dumping,duty,united,tariff,community,commission,GATT,trade,states,anti,imports,agreement,injury,code,export,products,offer,country,provisional,
EU_en_Pres2-100_44,,,,,44,EU_en_Pres2-100,,acp,convention,states,lome,decision,territories,countries,transfer,article,eec,transfers,overseas,commission,system,products,oct,Stabex,council,ministers,
EU_en_Pres2-100_45,,,,,45,EU_en_Pres2-100,,fishing,vessels,catches,zone,species,community,fishery,fisheries,vessel,fish,sea,catch,north,stocks,quotas,ices,waters,measures,area,
EU_en_Pres2-100_46,,,,,46,EU_en_Pres2-100,,appropriation,expenditure,appropriations,article,cover,financial,council,budget,regulation,staff,preliminary,eec,community,general,draft,item,Ecu,oj,european,
EU_en_Pres2-100_47,,,,,47,EU_en_Pres2-100,,trade,law,community,mark,court,legal,office,authorities,application,goods,rights,national,article,marks,will,authority,members,action,provisions,
EU_en_Pres2-100_48,,,,,48,EU_en_Pres2-100,,will,time,system,number,general,case,problems,fact,view,problem,main,result,cases,based,years,point,level,considered,situation,
EU_en_Pres2-100_49,,,,,49,EU_en_Pres2-100,,including,excluding,products,heading,republic,articles,january,hellenic,kind,paper,motor,falling,duty,glass,community,protocol,st,originating,materials,
EU_en_Pres2-100_50,,,,,50,EU_en_Pres2-100,,financial,budget,expenditure,year,revenue,resources,european,payment,appropriations,court,commission,communities,account,parliament,accounts,VAT,payments,budgetary,amount,
EU_en_Pres2-100_51,,,,,51,EU_en_Pres2-100,,price,year,marketing,intervention,fixed,quality,aid,prices,common,market,milk,production,Ecu,article,regulation,community,seed,target,regard,
EU_en_Pres2-100_52,,,,,52,EU_en_Pres2-100,,products,countries,including,articles,heading,tariff,territories,falling,community,machines,worked,islands,example,ceilings,textile,amount,beneficiary,ii,preferences,
EU_en_Pres2-100_53,,,,,53,EU_en_Pres2-100,,loans,aid,financing,financial,bank,eua,projects,commission,interest,cooperation,operations,states,resources,technical,financed,capital,eib,EDF,Ecu,
EU_en_Pres2-100_54,,,,,54,EU_en_Pres2-100,,weight,fruit,sugar,products,ii,heading,falling,exceeding,content,duty,goods,sucrose,including,prepared,fresh,customs,excluding,net,rate,
EU_en_Pres2-100_55,,,,,55,EU_en_Pres2-100,,benefits,social,income,schemes,scheme,total,age,employees,national,expenditure,health,insurance,law,contributions,kind,benefit,wage,average,earnings,
EU_en_Pres2-100_56,,,,,56,EU_en_Pres2-100,,community,agricultural,countries,will,products,three,applicant,trade,mediterranean,enlargement,exports,policy,production,agriculture,common,problems,balance,resources,increase,
EU_en_Pres2-100_57,,,,,57,EU_en_Pres2-100,,price,prices,market,products,product,community,producers,level,fixed,commission,consumer,COST,costs,markets,consumers,production,situation,guide,reference,
EU_en_Pres2-100_58,,,,,58,EU_en_Pres2-100,,convention,agreement,party,protocol,parties,article,contracting,international,government,force,united,accession,paragraph,application,states,ratification,acceptance,approval,extension,
EU_en_Pres2-100_59,,,,,59,EU_en_Pres2-100,,acid,salts,mm,weight,esters,acids,consisting,form,inn,solution,manufacture,free,products,mixture,white,compounds,ii,glass,chloride,
EU_en_Pres2-100_60,,,,,60,EU_en_Pres2-100,,tho,tha,Turkey,whioh,turkish,ths,froa,bo,protocol,produot,artiole,produots,additional,counoil,association,ho,la,produota,economio,
EU_en_Pres2-100_61,,,,,61,EU_en_Pres2-100,,eec,council,regulation,decision,commission,oj,december,acts,july,community,accession,june,concerning,annex,amended,relating,march,article,european,
EU_en_Pres2-100_62,,,,,62,EU_en_Pres2-100,,member,states,community,State,commission,countries,council,national,concerned,basis,third,regard,common,economic,european,measures,respect,concerning,country,
EU_en_Pres2-100_63,,,,,63,EU_en_Pres2-100,,Greece,accession,Spain,greek,community,spanish,products,hellenic,agreement,tariff,eec,sector,treaty,provisions,negotiations,adjustments,transitional,applied,ii,
EU_en_Pres2-100_64,,,,,64,EU_en_Pres2-100,,tax,goods,taxes,excise,free,taxation,duty,duties,customs,VAT,taxable,importation,country,imported,harmonization,tobacco,person,relief,authorities,
EU_en_Pres2-100_65,,,,,65,EU_en_Pres2-100,,goods,community,transit,customs,office,certificate,country,document,number,authorities,destination,member,form,departure,declaration,guarantee,State,export,provisions,
EU_en_Pres2-100_66,,,,,66,EU_en_Pres2-100,,Portugal,portuguese,accession,community,products,agreement,imports,total,tariff,agricultural,duties,government,Madeira,exports,system,customs,authorities,acquis,agreements,
EU_en_Pres2-100_67,,,,,67,EU_en_Pres2-100,,commission,undertakings,competition,AIDS,firms,aid,industry,market,business,decision,treaty,agreements,practices,government,scheme,article,undertaking,report,investment,
EU_en_Pres2-100_68,,,,,68,EU_en_Pres2-100,,paper,coated,pulp,unchanged,printing,board,wood,writing,paperboard,waste,mechanical,containers,protocol,machine,rolls,kraft,agreement,chemical,free,
EU_en_Pres2-100_69,,,,,69,EU_en_Pres2-100,,social,poverty,children,poor,housing,projects,people,national,project,work,groups,services,health,population,handicapped,local,persons,programme,income,
EU_en_Pres2-100_70,,,,,70,EU_en_Pres2-100,,meat,animals,health,fresh,veterinary,bovine,swine,animal,disease,community,inspection,slaughter,control,trade,fever,free,pigs,carried,herds,
EU_en_Pres2-100_71,,,,,71,EU_en_Pres2-100,,data,statistics,survey,statistical,work,system,surveys,commission,processing,services,will,computer,network,carried,annual,analysis,trade,users,general,
EU_en_Pres2-100_72,,,,,72,EU_en_Pres2-100,,air,transport,aircraft,airlines,international,services,scheduled,control,fares,number,checks,tariffs,traffic,routes,infringements,operators,regulation,passengers,passenger,
EU_en_Pres2-100_73,,,,,73,EU_en_Pres2-100,,directive,eec,member,states,council,relating,laws,proposal,annex,products,directives,provisions,article,approximation,regard,foodstuffs,amended,committee,technical,
EU_en_Pres2-100_74,,,,,74,EU_en_Pres2-100,,financial,railway,transport,undertakings,railways,account,year,accounts,traffic,costs,assets,fixed,total,loss,profit,revenue,balance,State,mio,
EU_en_Pres2-100_75,,,,,75,EU_en_Pres2-100,,aid,food,milk,countries,programme,powder,community,butteroil,skimmed,cereals,tonnes,port,commission,developing,supply,reserves,emergency,quantities,quantity,
EU_en_Pres2-100_76,,,,,76,EU_en_Pres2-100,,member,quota,states,shares,tariff,community,share,State,reserves,initial,imports,article,commission,products,customs,period,question,second,ensure,
EU_en_Pres2-100_77,,,,,77,EU_en_Pres2-100,,apparatus,parts,including,aircraft,andere,electrical,products,air,duty,intended,ii,articles,aeroplanes,rate,vessel,community,electric,falling,exceeding,
EU_en_Pres2-100_78,,,,,78,EU_en_Pres2-100,,nuclear,agreement,community,material,Australia,fuel,safeguards,plutonium,euratom,subject,energy,parties,reactors,reprocessing,agency,article,reactor,party,uranium,
EU_en_Pres2-100_79,,,,,79,EU_en_Pres2-100,,customs,commission,common,tariff,regulation,eec,free,apparatus,scientific,described,duties,ii,goods,sheep,admission,model,sheepmeat,products,administrative,
EU_en_Pres2-100_80,,,,,80,EU_en_Pres2-100,,products,manufacture,originating,product,materials,exceed,textile,finished,working,heading,processing,parts,yarn,status,conditions,articles,including,material,weight,
EU_en_Pres2-100_81,,,,,81,EU_en_Pres2-100,,planned,support,capacity,sets,construction,projects,total,thermal,electrical,year,generating,reported,hydrocarbons,mw,nuclear,system,conventional,plant,apparatus,
EU_en_Pres2-100_82,,,,,82,EU_en_Pres2-100,,eua,expenditure,basis,community,will,budget,appropriations,member,calculation,commission,increase,method,type,legal,council,year,operation,states,rate,
EU_en_Pres2-100_83,,,,,83,EU_en_Pres2-100,,rate,growth,year,gdp,government,prices,deficit,countries,current,increase,rates,balance,inflation,oil,public,domestic,payments,price,exchange,
EU_en_Pres2-100_84,,,,,84,EU_en_Pres2-100,,holdings,agricultural,income,production,farm,incomes,agriculture,poultry,farms,region,hens,labour,farming,holding,laying,gross,alu,COST,returning,
EU_en_Pres2-100_85,,,,,85,EU_en_Pres2-100,,rate,rates,account,monetary,amounts,national,system,unit,currencies,agricultural,eua,common,applied,compensatory,units,currency,fixed,average,expressed,
EU_en_Pres2-100_86,,,,,86,EU_en_Pres2-100,,cheese,free,rate,will,offered,GATT,preserved,tariff,import,Austria,prepared,frozen,cheese,concessions,beef,oil,quota,xxviii,restrictions,
EU_en_Pres2-100_87,,,,,87,EU_en_Pres2-100,,rate,steel,valued,articles,duty,iron,copper,coated,plates,alloy,wire,lb,paper,dozen,nes,current,nspf,impregnated,ov,
EU_en_Pres2-100_88,,,,,88,EU_en_Pres2-100,,community,policy,economic,growth,will,policies,measures,market,level,investment,demand,increase,situation,term,social,countries,employment,energy,structural,
EU_en_Pres2-100_89,,,,,89,EU_en_Pres2-100,,material,agency,nuclear,facility,inventory,safeguards,agreement,facilities,united,community,data,balance,number,kingdom,uranium,inspection,form,reports,arrangements,
EU_en_Pres2-100_90,,,,,90,EU_en_Pres2-100,,India,export,jute,credits,community,credit,will,guidelines,arrangement,understanding,Bangladesh,terms,decision,negotiations,interest,countries,participants,commercial,application,
EU_en_Pres2-100_91,,,,,91,EU_en_Pres2-100,,products,countries,imports,community,import,trade,arrangements,exports,textile,quantitative,export,agreements,subject,processing,limits,arrangement,textiles,authorities,will,
EU_en_Pres2-100_92,,,,,92,EU_en_Pres2-100,,contract,contracts,agency,insurance,payment,authority,tender,period,conditions,services,performance,contracting,insurer,consultant,tenders,liability,works,special,contractor,
EU_en_Pres2-100_93,,,,,93,EU_en_Pres2-100,,staff,officials,regulations,service,communities,allowance,allowances,servants,july,official,salaries,bfrs,employment,salary,category,posts,secretary,ECSC,clerical,
EU_en_Pres2-100_94,,,,,94,EU_en_Pres2-100,,expenditure,aid,regulation,measures,intervention,eec,guarantee,storage,financial,products,refunds,EAGGF,sector,agricultural,milk,budget,amounts,respect,fruit,
EU_en_Pres2-100_95,,,,,95,EU_en_Pres2-100,,appropriations,eua,chapter,budget,article,year,financial,expenditure,commitments,payments,total,item,Ecu,payment,commitment,differentiated,utilization,entered,carried,
EU_en_Pres2-100_96,,,,,96,EU_en_Pres2-100,,employment,workers,work,social,women,working,time,labour,training,hours,equal,measures,jobs,law,vocational,conditions,job,employers,public,
EU_en_Pres2-100_97,,,,,97,EU_en_Pres2-100,,article,referred,provisions,paragraph,provided,procedure,laid,measures,conditions,State,rules,articles,apply,committee,application,respect,member,period,case,
EU_en_Pres2-100_98,,,,,98,EU_en_Pres2-100,,regulation,eec,council,article,regard,european,proposal,community,applicable,amended,commission,treaty,force,establishing,economic,common,december,binding,enter,
EU_en_Pres2-100_99,,,,,99,EU_en_Pres2-100,,projects,project,development,programme,total,rural,equipment,support,construction,implementation,agricultural,technical,eua,ngos,COST,assistance,year,water,ngo,
EU_en_Pres2-50_0,coal and steel industry aid,http://eurovoc.europa.eu/852,,ECSC aid,0,EU_en_Pres2-50,3.437,coal,steel,aid,ECSC,industry,commission,million,decision,AIDS,capacity,production,loan,treaty,iron,article,years,year,measures,restructuring,project
EU_en_Pres2-50_1,free trade,http://eurovoc.europa.eu/3584,,trade restriction,1,EU_en_Pres2-50,0.03107,tax,trade,duty,community,mark,price,goods,excise,taxes,commission,competition,taxation,VAT,market,products,product,taxable,application,prices,consumer
EU_en_Pres2-50_2,,,,#VALUE!,2,EU_en_Pres2-50,0.01091,material,agency,quotas,facility,inventory,nuclear,leather,flax,information,gloves,subject,weight,China,united,facilities,period,including,kingdom,lists,code
EU_en_Pres2-50_3,education,http://eurovoc.europa.eu/668,,education,3,EU_en_Pres2-50,0.0255,education,training,social,european,activities,poverty,services,national,health,information,programme,children,study,projects,cultural,people,groups,persons,group,public
EU_en_Pres2-50_4,,,,#VALUE!,4,EU_en_Pres2-50,0.03215,staff,officials,court,financial,communities,contract,european,regulations,official,officer,year,service,office,article,board,number,revenue,supplies,contracts,members
EU_en_Pres2-50_5,employment policies,http://eurovoc.europa.eu/217190,,employment policy,5,EU_en_Pres2-50,0.02627,employment,workers,work,social,working,labour,training,women,hours,law,measures,vocational,equal,jobs,part-time,employers,job,young,conditions,employees
EU_en_Pres2-50_6,,,,#VALUE!,6,EU_en_Pres2-50,0.01974,convention,parties,contracting,sea,party,protocol,international,article,states,paragraph,species,provisions,State,government,force,council,present,accession,pollution,ship
EU_en_Pres2-50_7,energy production,http://eurovoc.europa.eu/2715,,energy production,7,EU_en_Pres2-50,0.02604,energy,oil,coal,gas,community,support,electricity,projects,consumption,supply,power,production,nuclear,sources,prices,fuels,council,fuel,crude,saving
EU_en_Pres2-50_8,food trade,http://eurovoc.europa.eu/2446,,food policy,8,EU_en_Pres2-50,0.01482,GATT,tariff,cheese,products,trade,concessions,negotiations,import,community,offer,free,zealand,offered,united,arrangement,beef,code,rate,frozen,quota
EU_en_Pres2-50_9,,,,#VALUE!,9,EU_en_Pres2-50,0.25013,regulation,eec,article,council,regard,european,community,proposal,commission,member,amended,states,applicable,treaty,economic,thereof,establishing,account,force,common
EU_en_Pres2-50_10,agricultural aid,http://eurovoc.europa.eu/2965,,aid to agriculture,10,EU_en_Pres2-50,0.02795,aid,agricultural,measures,areas,number,production,eec,farms,holdings,development,directive,measure,farming,regions,premium,total,agriculture,u.a,area,farm
EU_en_Pres2-50_11,,,,,11,EU_en_Pres2-50,0.02488,fishing,vessels,community,zone,species,catches,fishery,fish,fisheries,vessel,sea,stocks,catch,north,measures,quotas,ices,waters,herring,conservation
EU_en_Pres2-50_12,,,,,12,EU_en_Pres2-50,0.01775,benefits,State,persons,social,member,insurance,legislation,person,employed,pension,institution,family,article,security,residence,paragraph,self-employed,scheme,worker,schemes
EU_en_Pres2-50_13,,,,,13,EU_en_Pres2-50,0.03334,research,programme,project,field,development,projects,action,work,committee,programmes,scientific,materials,activities,european,results,technology,technical,studies,study,COST
EU_en_Pres2-50_14,,,,,14,EU_en_Pres2-50,0.05583,rate,growth,economic,policy,rates,increase,monetary,countries,investment,year,prices,inflation,price,real,public,community,level,balance,demand,rise
