topic_id,tokens,term,french,length,profondeur,category,link,bt1,mt,domain
Topic 6,traffic port,port traffic,trafic portuaire,2,2,descriptor,http://eurovoc.europa.eu/3105,ports policy,MT 4821 maritime and inland waterway transport,48 TRANSPORT
Topic 6,traffic goods,goods traffic,transport de marchandises,2,2,used_for,http://eurovoc.europa.eu/4509,organisation of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,railway tariff,railway tariff,tarif ferroviaire,2,3,descriptor,http://eurovoc.europa.eu/4382,transportation tariff,MT 4806 transport policy,48 TRANSPORT
Topic 6,transit customs,customs transit,transit douanier,2,3,descriptor,http://eurovoc.europa.eu/4500,customs procedure suspending duties,MT 2011 tariff policy,20 TRADE
Topic 6,transit goods,transit of goods,transit,3,2,used_for,http://eurovoc.europa.eu/3614,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,tariff customs,customs tariff,tarif douanier,2,1,descriptor,http://eurovoc.europa.eu/4380,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 7,european year,European Year,manifestation culturelle européenne,2,3,used_for,http://eurovoc.europa.eu/6562,cultural event,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 7,european council,European Council,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 7,european commission,European Commission,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 7,regulation council,Council Regulation,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 7,regulation commission,Commission Regulation,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 7,regulation financial,financial regulation,règlement financier,2,2,descriptor,http://eurovoc.europa.eu/3119,public finance,MT 2436 public finance and budget policy,24 FINANCE
Topic 7,draft budget,draft budget,projet de budget,2,3,descriptor,http://eurovoc.europa.eu/2799,drawing up of the budget,MT 2441 budget,24 FINANCE
Topic 7,draft budget,draft budget (EU),projet de budget (UE),3,2,descriptor,http://eurovoc.europa.eu/5825,drawing up of the EU budget,MT 1021 EU finance,10 EUROPEAN UNION
Topic 7,general budget,general budget,budget général,2,2,descriptor,http://eurovoc.europa.eu/3254,public finance,MT 2436 public finance and budget policy,24 FINANCE
Topic 7,general budget,general budget (EU),budget général (UE),3,2,descriptor,http://eurovoc.europa.eu/5158,EU budget,MT 1021 EU finance,10 EUROPEAN UNION
Topic 7,year financial,financial year,exercice budgétaire,2,2,descriptor,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 7,year budget,budget year,exercice budgétaire,2,2,used_for,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 7,decision council,Council Decision,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 7,decision commission,Commission Decision,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 7,commitment expenditure,commitment of expenditure,engagement des dépenses,3,2,descriptor,http://eurovoc.europa.eu/763,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 7,commitment appropriation,commitment appropriation,engagement des dépenses,2,2,used_for,http://eurovoc.europa.eu/763,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 7,account financial,financial account,compte,2,2,used_for,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 7,account payment,payment on account,paiement à l'avance,3,3,used_for,http://eurovoc.europa.eu/2217,payment,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 7,aid financial,financial aid,aide financière,2,2,descriptor,http://eurovoc.europa.eu/922,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 7,aid financing,financing of aid,financement de l'aide,3,3,descriptor,http://eurovoc.europa.eu/1008,aid system,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 7,aid programme,aid programme,programme d'aide,2,3,descriptor,http://eurovoc.europa.eu/2793,aid system,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 7,aid ecsc,ECSC aid,aide CECA,2,3,descriptor,http://eurovoc.europa.eu/852,EU aid,MT 1606 economic policy,16 ECONOMICS
Topic 7,financing budget,budget financing,financement du budget,2,1,descriptor,http://eurovoc.europa.eu/1012,budget financing,MT 2441 budget,24 FINANCE
Topic 7,payment appropriation,payment appropriation,crédit de paiement,2,2,descriptor,http://eurovoc.europa.eu/296,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 7,revenue budget,budget revenue,ressources budgétaires,2,2,used_for,http://eurovoc.europa.eu/3558,budget financing,MT 2441 budget,24 FINANCE
Topic 7,budget appropriation,budget appropriation,crédit budgétaire,2,2,descriptor,http://eurovoc.europa.eu/3253,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 8,year european,European Year,manifestation culturelle européenne,2,3,used_for,http://eurovoc.europa.eu/6562,cultural event,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 8,community european,European Community,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 8,community import,Community import,importation (UE),2,3,used_for,http://eurovoc.europa.eu/3191,import,MT 2016 trade,20 TRADE
Topic 8,community export,Community export,exportation (UE),2,3,used_for,http://eurovoc.europa.eu/3190,export,MT 2016 trade,20 TRADE
Topic 8,european countries,European countries,Europe,2,1,used_for,http://eurovoc.europa.eu/909,European countries,MT 7206 Europe,72 GEOGRAPHY
Topic 8,india republic,Republic of India,Inde,3,2,used_for,http://eurovoc.europa.eu/1338,South Asia || BRICS countries [4.5] || SAARC countries,MT 7226 Asia and Oceania || MT 7231 economic geography,72 GEOGRAPHY
Topic 8,agreement economic,economic agreement,accord économique,2,2,descriptor,http://eurovoc.europa.eu/2928,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 8,agreement trade,trade agreement,accord commercial,2,2,descriptor,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 8,agreement trade,trade agreement (EU),accord commercial (UE),3,3,descriptor,http://eurovoc.europa.eu/5403,agreement (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 8,synthetic fibre,synthetic fibre,textile synthétique,2,3,used_for,http://eurovoc.europa.eu/3892,textile product,MT 6841 leather and textile industries,68 INDUSTRY
Topic 8,textile fibre,textile fibre,fibre textile,2,3,descriptor,http://eurovoc.europa.eu/990,textile product,MT 6841 leather and textile industries,68 INDUSTRY
Topic 9,reference material,reference material,matière première,2,3,used_for,http://eurovoc.europa.eu/1839,primary product,MT 2021 international trade,20 TRADE
Topic 9,production control,production control,contrôle de production,2,2,descriptor,http://eurovoc.europa.eu/179,industrial manufacturing,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 9,production power,power production,production d'énergie,2,3,used_for,http://eurovoc.europa.eu/2715,energy audit,MT 6606 energy policy,66 ENERGY
Topic 9,production energy,energy production,production d'énergie,2,3,descriptor,http://eurovoc.europa.eu/2715,energy audit,MT 6606 energy policy,66 ENERGY
Topic 9,control health,health control,contrôle sanitaire,2,4,descriptor,http://eurovoc.europa.eu/192,public health,MT 2841 health,28 SOCIAL QUESTIONS
Topic 9,control pollution,pollution control,contrôle de la pollution,2,2,descriptor,http://eurovoc.europa.eu/177,pollution control measures,MT 5206 environmental policy,52 ENVIRONMENT
Topic 9,control nuclear,nuclear control,sécurité nucléaire,2,2,used_for,http://eurovoc.europa.eu/4042,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,means information,means of information,information,3,1,used_for,http://eurovoc.europa.eu/1422,means of information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 9,protection health,health protection,politique de la santé,2,1,used_for,http://eurovoc.europa.eu/2479,health protection,MT 2841 health,28 SOCIAL QUESTIONS
Topic 9,protection data,data protection,protection des données,2,2,descriptor,http://eurovoc.europa.eu/5181,data processing,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 9,protection water,water protection,protection des eaux,2,2,descriptor,http://eurovoc.europa.eu/6398,environmental protection,MT 5206 environmental policy,52 ENVIRONMENT
Topic 9,technical research,technical research,recherche appliquée,2,2,used_for,http://eurovoc.europa.eu/2916,research,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 9,project research,research project,projet de recherche,2,2,descriptor,http://eurovoc.europa.eu/2801,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 9,research equipment,research equipment,appareil scientifique,2,2,used_for,http://eurovoc.europa.eu/3842,precision engineering,MT 6821 mechanical engineering,68 INDUSTRY
Topic 9,research nuclear,nuclear research,recherche nucléaire,2,3,descriptor,http://eurovoc.europa.eu/6703,nuclear policy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,research energy,energy research,recherche énergétique,2,2,descriptor,http://eurovoc.europa.eu/2917,energy policy,MT 6606 energy policy,66 ENERGY
Topic 9,research programme,research programme,programme de recherche,2,2,descriptor,http://eurovoc.europa.eu/2795,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 9,health inspection,health inspection,contrôle sanitaire,2,4,used_for,http://eurovoc.europa.eu/192,public health,MT 2841 health,28 SOCIAL QUESTIONS
Topic 9,health system,health system,organisation de la santé,2,2,used_for,http://eurovoc.europa.eu/5764,health policy,MT 2841 health,28 SOCIAL QUESTIONS
Topic 9,information system,information system,système d'information,2,2,descriptor,http://eurovoc.europa.eu/4359,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 9,information storage,information storage,mémorisation des données,2,2,descriptor,http://eurovoc.europa.eu/3024,data processing,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 9,safety reactor,reactor safety,sécurité nucléaire,2,2,used_for,http://eurovoc.europa.eu/4042,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,safety nuclear,nuclear safety,sécurité nucléaire,2,2,descriptor,http://eurovoc.europa.eu/4042,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,test nuclear,nuclear test,essai nucléaire,2,3,descriptor,http://eurovoc.europa.eu/868,nuclear technology,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,requirements water,water requirements,besoin en eau,2,3,descriptor,http://eurovoc.europa.eu/4853,water management,MT 5206 environmental policy,52 ENVIRONMENT
Topic 9,requirements energy,energy requirements,demande énergétique,2,3,used_for,http://eurovoc.europa.eu/378,energy audit,MT 6606 energy policy,66 ENERGY
Topic 9,storage waste,storage of waste,stockage des déchets,3,2,descriptor,http://eurovoc.europa.eu/3133,waste management,MT 5206 environmental policy,52 ENVIRONMENT
Topic 9,storage energy,energy storage,stockage de l'énergie,2,2,descriptor,http://eurovoc.europa.eu/4293,energy policy,MT 6606 energy policy,66 ENERGY
Topic 9,equipment construction,construction equipment,matériel de construction,2,2,descriptor,http://eurovoc.europa.eu/1830,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 9,construction plant,construction plant,matériel de construction,2,2,used_for,http://eurovoc.europa.eu/1830,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 9,material nuclear,nuclear material,combustible nucléaire,2,2,used_for,http://eurovoc.europa.eu/6047,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,materials nuclear,nuclear materials,matière radioactive,2,2,used_for,http://eurovoc.europa.eu/1840,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,plant power,power plant,station énergétique,2,2,descriptor,http://eurovoc.europa.eu/3782,electrical industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,plant nuclear,nuclear plant,centrale nucléaire,2,1,used_for,http://eurovoc.europa.eu/5350,nuclear plant,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,pollution water,water pollution,pollution de l'eau,2,2,descriptor,http://eurovoc.europa.eu/2530,pollution,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 9,waste water,waste water,eau usée,2,2,used_for,http://eurovoc.europa.eu/612,waste,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 9,waste nuclear,nuclear waste,déchet radioactif,2,2,used_for,http://eurovoc.europa.eu/347,waste,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 9,waste energy,waste of energy,économie d'énergie,3,2,used_for,http://eurovoc.europa.eu/642,energy policy,MT 6606 energy policy,66 ENERGY
Topic 9,water reactor,water reactor,réacteur nucléaire,2,2,used_for,http://eurovoc.europa.eu/2903,nuclear power station,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,power reactor,power reactor,réacteur nucléaire,2,2,used_for,http://eurovoc.europa.eu/2903,nuclear power station,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,reactor nuclear,nuclear reactor,réacteur nucléaire,2,2,descriptor,http://eurovoc.europa.eu/2903,nuclear power station,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,nuclear energy,nuclear energy,énergie nucléaire,2,1,descriptor,http://eurovoc.europa.eu/753,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,nuclear fuel,nuclear fuel,combustible nucléaire,2,2,descriptor,http://eurovoc.europa.eu/6047,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 9,nuclear programme,nuclear programme,politique nucléaire,2,2,used_for,http://eurovoc.europa.eu/3731,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
